time_period,time_identifier,geographic_level,country_code,country_name,academic_year,YAG,sex,country_of_domicile,country_of_domicile_grouped,qualification_level,grads,grads_uk,unmatched_percent,overseas_percent,matched,activity_not_captured,no_sust_dest,sust_emp_only,sust_emp_with_or_without_fs,sust_emp_fs_or_both,fs_with_or_without_sust_emp,earnings_include,earnings_LQ,earnings_median,earnings_UQ
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Female + male,India,Non-EU,First-degree,1525,1475,31.8,3.5,1005,47.4,1.2,15.9,18.5,19.7,3.7,210,25800,36500,50400
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Female + male,Italy,EU,First-degree,770,715,20.4,6.8,570,26.1,4.6,35.2,44.8,48.9,13.7,230,19300,31400,43400
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Female + male,Korea (South),Non-EU,First-degree,590,580,66.2,1.2,195,20.3,1.2,8.6,10.1,12.4,3.8,45,16300,30800,45100
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Female + male,Lithuania,EU,First-degree,855,785,8.1,7.7,725,32.3,4.3,48.9,54,55.3,6.4,360,20400,28800,38000
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Female + male,Malaysia,Non-EU,First-degree,4030,3980,70.6,1.2,1170,21,0.7,5.7,6.6,7.7,2,200,29500,43100,55100
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Female + male,Nigeria,Non-EU,First-degree,1710,1685,23.9,1.4,1280,51.8,2,16.6,20.4,22.3,5.6,220,15700,27300,39000
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Female + male,Poland,EU,First-degree,750,675,11.4,10,595,19.5,5.6,53.5,61.4,63.4,10,340,20000,28100,38300
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Female + male,Portugal,EU,First-degree,265,250,39.6,5.3,150,20.8,2.4,30.4,35.2,37.2,6.8,70,18500,24800,37400
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Female + male,Romania,EU,First-degree,1015,985,14.4,3.2,840,23.6,3.7,49.9,56.8,58.3,8.4,470,22300,31400,44200
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Female + male,Singapore,Non-EU,First-degree,1145,1115,71.1,2.4,320,14.1,0.5,11,12.4,14.3,3.2,120,31400,48000,66800
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Female + male,United States,Non-EU,First-degree,545,520,27.9,4.4,375,36.6,3.7,25.2,29.1,31.8,6.6,115,22600,32500,49300
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Female + male,United Arab Emirates,Non-EU,First-degree,430,430,50.2,0.9,215,19.6,3,18,20.1,27.1,9.1,75,25900,33200,44200
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Female + male,Bulgaria,EU,First-degree,930,870,13.5,6,755,27.2,2.8,44.5,53.1,56.5,12,370,21500,28500,39100
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Female + male,China,Non-EU,First-degree,13785,13745,77.9,0.3,3040,12.9,0.9,3.4,4.9,8.3,4.9,425,20100,29200,38000
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Female + male,Cyprus,EU,First-degree,1995,1940,52.5,3,920,16.6,4,16.8,21.6,26.9,10.1,305,19000,27400,38000
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Female + male,Germany,EU,First-degree,1445,1365,42.9,5.5,780,20.7,3.2,21.1,28,33.2,12.1,265,20100,27700,39800
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Female + male,Spain,EU,First-degree,820,780,32.2,4.5,530,21.4,5.2,31.6,36.6,41.2,9.6,230,21500,28100,38700
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Female + male,France,EU,First-degree,1530,1455,33.7,4.9,965,23.9,4.5,28.9,33.6,37.9,9,385,20800,28500,39100
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Female + male,Greece,EU,First-degree,960,940,29.8,2.1,660,20.2,3.7,26.5,37.6,46.3,19.8,230,20800,27900,38100
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Female + male,Hong Kong,Non-EU,First-degree,3550,3510,66.2,1.2,1185,16.3,2.2,10.1,12.2,15.3,5.2,345,21200,29000,40500
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Female + male,India,Non-EU,First-degree,1515,1480,35.3,2.6,955,40,2.8,16.2,18.7,21.9,5.7,220,24500,34700,44200
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Female + male,Italy,EU,First-degree,1050,1005,18.2,4,825,24.6,4.4,37.3,47.5,52.8,15.5,350,21500,28100,37600
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Female + male,Korea (South),Non-EU,First-degree,715,715,66.3,0.6,240,18.7,1.5,6.7,10.4,13.5,6.7,45,17900,26500,38200
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Female + male,Lithuania,EU,First-degree,870,795,5.9,8.3,750,24.2,6,55.2,61.7,63.8,8.7,415,19000,25400,33200
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Female + male,Malaysia,Non-EU,First-degree,5035,4990,73.7,0.9,1315,15.9,0.7,6.6,7.9,9.8,3.2,300,33200,42300,48500
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Female + male,Nigeria,Non-EU,First-degree,1735,1710,23.9,1.4,1300,47.2,2.5,16.1,21.2,26.5,10.4,225,17900,26300,35400
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Female + male,Poland,EU,First-degree,640,590,11,7.7,525,21.4,3.9,47.1,59,63.7,16.6,260,20400,27700,37600
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Female + male,Portugal,EU,First-degree,280,270,35.1,4.3,175,20.5,4.1,31,37.3,40.3,9.3,75,16800,26600,36100
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Female + male,Romania,EU,First-degree,1235,1195,10.7,3.1,1070,19.3,4.8,50.8,62.2,65.1,14.4,580,20400,27400,38800
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Female + male,Singapore,Non-EU,First-degree,1510,1490,68.1,1.3,475,15.1,1.8,10.3,11.9,15,4.8,135,26700,37600,51800
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Female + male,United States,Non-EU,First-degree,635,620,32,1.9,425,30.5,3.2,25.2,29.6,34.2,9,135,23700,32100,41200
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,Female + male,United Arab Emirates,Non-EU,First-degree,595,590,39.9,0.3,355,12.4,2.5,11.8,19.5,45.2,33.3,60,19000,25700,31800
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,Female + male,Bulgaria,EU,First-degree,985,930,7,5.7,865,20.4,5.9,41.9,56.2,66.7,24.8,355,16400,22600,29600
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,Female + male,China,Non-EU,First-degree,14385,14370,28.5,0.1,10280,3.9,0.3,1.2,3.9,67.3,66.2,140,22300,29400,38000
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,Female + male,Cyprus,EU,First-degree,1825,1780,34.8,2.3,1160,9.7,3.6,10.9,21,51.8,40.9,185,20100,24500,29600
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,Female + male,Germany,EU,First-degree,1200,1150,31.6,4.2,785,15.9,5.7,17,28,46.8,29.8,175,18400,25600,34300
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,Female + male,Spain,EU,First-degree,1115,1065,28,4.4,765,18,5.1,27.2,37.3,49,21.8,260,18600,25000,32100
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,Female + male,France,EU,First-degree,1875,1785,32.3,4.7,1210,16.8,4.8,19.7,28.6,46.2,26.5,300,19300,24100,30300
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,Female + male,Greece,EU,First-degree,995,955,16,3.9,800,12.2,5,23.5,38.2,66.8,43.3,205,16400,21500,28500
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,Female + male,Hong Kong,Non-EU,First-degree,3880,3845,52.9,0.9,1810,12.9,2.4,7.8,11.7,31.7,23.9,265,18200,24800,33600
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,Female + male,India,Non-EU,First-degree,1420,1395,28,1.6,1005,27.9,2.7,11.6,20.1,41.4,29.8,135,24000,31000,37700
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,Female + male,Italy,EU,First-degree,1530,1475,13.7,3.6,1275,16.8,5.8,27.9,44.1,63.7,35.7,375,15000,22100,28100
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,Female + male,Korea (South),Non-EU,First-degree,760,760,57.4,0.5,325,16.8,2,7.4,9.5,23.9,16.5,45,20000,27400,36900
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,Female + male,Lithuania,EU,First-degree,760,720,3.6,5.1,695,18.3,8.7,52.5,62.5,69.4,16.9,350,16800,21200,26600
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,Female + male,Malaysia,Non-EU,First-degree,4235,4205,50.1,0.7,2100,20.6,2.5,7.8,10.7,26.8,19,280,26300,31800,36900
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,Female + male,Nigeria,Non-EU,First-degree,1620,1610,18.3,0.6,1315,31.4,5.4,11.5,23.9,44.8,33.4,130,16100,24800,33200
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,Female + male,Poland,EU,First-degree,875,815,5.8,6.8,770,13.3,7.2,41.7,62.8,73.7,32,320,17200,22300,28500
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,Female + male,Portugal,EU,First-degree,470,450,24.4,3.8,340,18.2,6.4,31.1,40.2,50.9,19.8,125,13500,19700,25900
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,Female + male,Romania,EU,First-degree,1265,1225,6.6,2.9,1145,13.9,6.2,43.2,62.4,73.3,30.2,500,17900,23400,32600
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,Female + male,Singapore,Non-EU,First-degree,1735,1715,53.4,1.2,800,12.8,2.8,11,15.5,31,20,165,28100,38000,46400
201819,Tax year,National,K02000001,United Kingdom,2016/2017,1 YAG,Female + male,United States,Non-EU,First-degree,840,825,27.8,1.9,595,22.5,3.6,18.9,29,46.1,27.2,120,17200,23200,30800
201920,Tax year,National,K02000001,United Kingdom,2013/2014,5 YAG,Female + male,United Arab Emirates,Non-EU,First-degree,450,435,55.4,3.3,195,19.6,2.3,16.9,19.4,22.6,5.8,70,28200,35500,52700
201920,Tax year,National,K02000001,United Kingdom,2013/2014,5 YAG,Female + male,Bulgaria,EU,First-degree,1140,1050,17.3,8.2,865,28.6,5.1,42.3,47.7,49,6.8,425,23500,33700,47200
201920,Tax year,National,K02000001,United Kingdom,2013/2014,5 YAG,Female + male,China,Non-EU,First-degree,13010,12955,78.2,0.4,2820,14.4,0.7,3.8,4.9,6.6,2.9,450,22000,32900,50500
201920,Tax year,National,K02000001,United Kingdom,2013/2014,5 YAG,Female + male,Cyprus,EU,First-degree,2350,2275,58.3,3.3,950,17.9,2.6,15.6,19.2,21.2,5.5,335,26000,34400,50500
201920,Tax year,National,K02000001,United Kingdom,2013/2014,5 YAG,Female + male,Germany,EU,First-degree,1670,1580,43,5.2,900,22.5,3.2,23.3,28.4,31.3,8,345,26700,38200,57800
201920,Tax year,National,K02000001,United Kingdom,2013/2014,5 YAG,Female + male,Spain,EU,First-degree,805,745,31,7.2,515,25.6,4.3,31.5,36.2,39.1,7.6,215,23600,32200,45000
201920,Tax year,National,K02000001,United Kingdom,2013/2014,5 YAG,Female + male,France,EU,First-degree,1570,1465,34.3,6.8,960,25.8,4.2,30.1,33.7,35.8,5.7,400,23100,31800,47200
201920,Tax year,National,K02000001,United Kingdom,2013/2014,5 YAG,Female + male,Greece,EU,First-degree,1200,1160,35.1,3.3,750,22.6,4.7,27.5,34.2,37.5,10,305,23100,30400,43200
201920,Tax year,National,K02000001,United Kingdom,2013/2014,5 YAG,Female + male,Hong Kong,Non-EU,First-degree,2985,2945,68.2,1.3,935,18,1.2,9.1,10.9,12.6,3.5,255,26000,36200,50500
201920,Tax year,National,K02000001,United Kingdom,2013/2014,5 YAG,Female + male,India,Non-EU,First-degree,1500,1455,37.1,3.1,915,41.2,1.9,15.2,17.8,19.7,4.5,200,24900,35500,51200
201920,Tax year,National,K02000001,United Kingdom,2013/2014,5 YAG,Female + male,Italy,EU,First-degree,950,895,18.7,5.8,725,30.3,3.9,36.8,43.8,47.1,10.3,305,23200,32600,44300
201920,Tax year,National,K02000001,United Kingdom,2013/2014,5 YAG,Female + male,Korea (South),Non-EU,First-degree,625,620,66.4,0.8,210,21.4,1.3,8.2,9,10.9,2.7,45,18300,26000,45000
