time_period,time_identifier,geographic_level,country_code,country_name,academic_year,YAG,qualification_level,country_of_domicile_grouped,subject_name,grads,grads_uk,earnings_include,earnings_LQ,earnings_median,earnings_UQ,earnings_LQ_RTE,earnings_median_RTE,earnings_UQ_RTE
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 7,UK,History and archaeology,1955,1875,1155,16800,28500,40200,16400,27800,39200
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 7,UK,Languages and area studies,1065,975,545,13900,28500,40900,13600,27800,40000
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 7,UK,Law,6330,6065,4090,24800,41600,70400,24300,40700,68900
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 7,UK,MBA,20,20,15,21100,30700,48200,20600,30000,47100
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 7,UK,Materials and technology,685,640,415,24600,40900,61000,24100,40000,59600
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 7,UK,Mathematical sciences,505,475,310,29900,40900,69400,29300,40000,67800
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 7,UK,"Media, journalism and communications",2130,2050,1320,17900,29900,39500,17500,29300,38600
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 7,UK,Medical sciences,605,590,420,23400,36100,44500,22800,35300,43500
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 7,UK,Medicine and dentistry,1695,1600,985,30300,46700,78500,29600,45700,76700
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 7,UK,Nursing and midwifery,1735,1685,1095,21900,34300,43400,21400,33500,42500
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 7,UK,PGCE,23700,22840,16945,18200,30700,38300,17800,30000,37500
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 7,UK,Performing arts,1190,1140,720,10900,22100,34300,10600,21600,33500
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 7,UK,"Pharmacology, toxicology and pharmacy",870,830,515,26300,39800,49300,25700,38900,48200
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 7,UK,Philosophy and religious studies,675,645,350,14200,28500,41200,13900,27800,40300
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 7,UK,Physics and astronomy,250,240,155,30700,38300,52600,30000,37500,51400
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 7,UK,Politics,1425,1330,835,25200,39800,64200,24600,38900,62800
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 7,UK,Psychology,2595,2490,1545,17200,30400,42400,16800,29700,41400
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 7,UK,"Sociology, social policy and anthropology",2645,2525,1560,18600,32800,44500,18200,32100,43500
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 7,UK,Sport and exercise sciences,335,330,220,19300,31800,43100,18900,31000,42100
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 7,UK,Veterinary sciences,80,80,40,24800,40500,58400,24300,39600,57100
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 8,UK,"Agriculture, food and related studies",70,65,40,20400,34700,40200,20000,33900,39200
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 8,UK,Allied health,155,150,100,27600,45600,59500,27000,44600,58200
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 8,UK,"Architecture, building and planning",55,50,30,29400,42700,48800,28700,41700,47700
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 8,UK,Biosciences,875,815,480,29800,39400,50700,29100,38500,49600
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 8,UK,Business and management,230,215,140,32500,48900,65600,31800,47800,64100
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 8,UK,Celtic studies,5,5,0,16400,16400,31000,16100,16100,30300
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 8,UK,Chemistry,550,520,345,32100,42300,55800,31400,41400,54600
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 8,UK,Combined and general studies,40,40,30,16100,30500,40900,15700,29800,40000
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 8,UK,Computing,260,245,150,34300,45100,72700,33500,44100,71100
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 8,UK,Creative arts and design,90,85,55,15700,33900,44900,15300,33200,43900
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 8,UK,Economics,60,55,35,40200,51500,70100,39200,50300,68500
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 8,UK,Education and teaching,295,280,175,14200,35200,53700,13900,34400,52500
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 8,UK,Engineering,630,595,385,35000,46400,62400,34300,45300,61000
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 8,UK,English studies,205,195,115,20000,38700,47400,19600,37800,46400
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 8,UK,"General, applied and forensic sciences",50,45,30,18200,33600,49900,17800,32900,48800
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 8,UK,"Geography, earth and environmental studies",330,305,175,29900,37600,47100,29300,36700,46000
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 8,UK,Health and social care,30,30,25,32800,48500,54000,32100,47500,52800
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 8,UK,History and archaeology,350,325,195,22600,37200,48200,22100,36400,47100
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 8,UK,Languages and area studies,165,160,90,22300,38000,46400,21800,37100,45300
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 8,UK,Law,55,50,30,44900,54400,69700,43900,53200,68100
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 8,UK,Materials and technology,125,110,75,33600,43400,58400,32800,42500,57100
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 8,UK,Mathematical sciences,215,205,150,36100,44900,66800,35300,43900,65300
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 8,UK,"Media, journalism and communications",35,35,20,7700,40500,46000,7500,39600,45000
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 8,UK,Medical sciences,130,120,80,34200,43800,58700,33400,42800,57400
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 8,UK,Medicine and dentistry,1140,1065,705,36900,61300,106600,36000,59900,104200
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 8,UK,Nursing and midwifery,50,50,35,34700,45600,54400,33900,44600,53200
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 8,UK,Performing arts,95,90,60,16300,34500,45400,15900,33700,44400
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 8,UK,"Pharmacology, toxicology and pharmacy",160,150,95,33900,46000,63900,33200,45000,62400
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 8,UK,Philosophy and religious studies,155,145,75,18200,28700,39100,17800,28000,38200
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 8,UK,Physics and astronomy,395,370,250,34700,42700,54800,33900,41700,53500
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 8,UK,Politics,100,85,55,25600,40900,53700,25000,40000,52400
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 8,UK,Psychology,585,560,375,25200,37600,47400,24600,36700,46400
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 8,UK,"Sociology, social policy and anthropology",260,250,170,27700,42300,48900,27100,41400,47800
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 8,UK,Sport and exercise sciences,60,60,35,29900,42700,49400,29300,41700,48300
201617,Tax year,National,K02000001,United Kingdom,2005/2006,10 YAG,Level 8,UK,Veterinary sciences,45,40,25,31800,39400,50700,31000,38500,49600
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,First-degree,UK,"Agriculture, food and related studies",2000,1945,1390,15700,21500,28500,15300,21100,27800
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,First-degree,UK,Allied health,8625,8465,5730,17200,24800,30500,16800,24300,29800
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,First-degree,UK,"Architecture, building and planning",7210,7025,5170,24100,32100,43100,23500,31400,42100
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,First-degree,UK,Biosciences,7645,7400,4615,19300,25200,32100,18900,24600,31400
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,First-degree,UK,Business and management,30280,29510,22600,19700,27000,37200,19300,26400,36400
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,First-degree,UK,Celtic studies,30,25,15,18200,25900,28800,17800,25300,28200
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,First-degree,UK,Chemistry,2455,2360,1610,23400,28800,36500,22800,28200,35700
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,First-degree,UK,Combined and general studies,5260,5115,3175,13500,23700,33200,13200,23200,32500
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,First-degree,UK,Computing,9625,9425,7320,20100,28500,38000,19600,27800,37100
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,First-degree,UK,Creative arts and design,20975,20435,14965,14200,20800,27400,13900,20300,26800
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,First-degree,UK,Economics,4580,4425,3485,27700,39800,55100,27100,38900,53900
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,First-degree,UK,Education and teaching,14110,13860,11140,15700,23000,28800,15300,22500,28200
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,First-degree,UK,Engineering,10725,10420,7935,25600,34300,43400,25000,33500,42500
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,First-degree,UK,English studies,11620,11285,8145,17500,24100,29900,17100,23500,29300
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,First-degree,UK,"General, applied and forensic sciences",1670,1635,1205,18600,23700,29900,18200,23200,29300
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,First-degree,UK,"Geography, earth and environmental studies",6955,6690,5030,21200,27400,35800,20700,26800,35000
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,First-degree,UK,Health and social care,7025,6955,4900,15000,22600,29900,14600,22100,29300
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,First-degree,UK,History and archaeology,10370,10075,7335,19300,25900,34300,18900,25300,33500
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,First-degree,UK,Languages and area studies,5615,5205,3555,20800,27700,36500,20300,27100,35700
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,First-degree,UK,Law,11580,11385,8485,19000,25600,35400,18600,25000,34600
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,First-degree,UK,Materials and technology,1945,1885,1365,17500,25600,33900,17100,25000,33200
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,First-degree,UK,Mathematical sciences,4880,4735,3600,25900,33900,46700,25300,33200,45700
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,First-degree,UK,"Media, journalism and communications",8440,8210,6330,17200,23000,29200,16800,22500,28500
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,First-degree,UK,Medical sciences,2685,2620,1645,24500,30700,39800,23900,30000,38900
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,First-degree,UK,Medicine and dentistry,7110,6915,4925,39100,47400,52600,38200,46400,51400
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,First-degree,UK,Nursing and midwifery,10145,10005,6480,21200,28100,33900,20700,27500,33200
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,First-degree,UK,Performing arts,10585,10355,7475,13100,19700,26300,12800,19300,25700
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,First-degree,UK,"Pharmacology, toxicology and pharmacy",2640,2600,1550,21200,33900,42000,20700,33200,41000
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,First-degree,UK,Philosophy and religious studies,3185,3090,2025,18600,26300,33900,18200,25700,33200
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,First-degree,UK,Physics and astronomy,2155,2065,1330,26600,32800,42300,26000,32100,41400
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,First-degree,UK,Politics,4340,4155,2955,21500,28800,38000,21100,28200,37100
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,First-degree,UK,Psychology,10770,10555,6915,17200,23000,28800,16800,22500,28200
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,First-degree,UK,"Sociology, social policy and anthropology",9130,8930,6420,16800,23000,28800,16400,22500,28200
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,First-degree,UK,Sport and exercise sciences,7355,7155,5495,18600,24100,29600,18200,23500,28900
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,First-degree,UK,Veterinary sciences,720,695,475,22300,32100,39800,21800,31400,38900
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Level 7,UK,"Agriculture, food and related studies",445,425,280,17500,25600,34300,17100,25000,33500
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Level 7,UK,Allied health,5020,4920,3290,19700,30600,40200,19300,29900,39200
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Level 7,UK,"Architecture, building and planning",4010,3880,2870,26600,35800,47400,26000,35000,46400
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Level 7,UK,Biosciences,1320,1275,765,21200,28800,36500,20700,28200,35700
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Level 7,UK,Business and management,13665,13225,9165,25900,38700,54400,25300,37800,53200
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Level 7,UK,Celtic studies,15,15,5,7700,10200,16400,7500,10000,16100
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Level 7,UK,Chemistry,235,225,140,25900,30700,36100,25300,30000,35300
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Level 7,UK,Combined and general studies,735,725,455,16400,25600,36100,16100,25000,35300
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Level 7,UK,Computing,2410,2320,1460,23700,36500,51100,23200,35700,50000
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Level 7,UK,Creative arts and design,2670,2595,1535,11700,22300,31800,11400,21800,31000
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Level 7,UK,Economics,795,770,490,28800,43800,66600,28200,42800,65100
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Level 7,UK,Education and teaching,12335,12035,8490,22300,34700,42700,21800,33900,41700
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Level 7,UK,Engineering,3230,3110,2035,27400,38300,51500,26800,37500,50300
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Level 7,UK,English studies,2350,2275,1320,14200,24100,32800,13900,23500,32100
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Level 7,UK,"General, applied and forensic sciences",445,435,275,20400,25600,34700,20000,25000,33900
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Level 7,UK,"Geography, earth and environmental studies",1875,1770,1230,22600,31000,41600,22100,30300,40700
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Level 7,UK,Health and social care,2985,2945,1970,16100,27700,36100,15700,27100,35300
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Level 7,UK,History and archaeology,2480,2420,1500,18200,26300,35200,17800,25700,34400
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Level 7,UK,Languages and area studies,1290,1195,680,16100,26600,36100,15700,26000,35300
